OrderID,Date,Year,Month,Quarter,DayOfWeek,Category,Product,Region,CustomerSegment,PaymentMethod,UnitPrice,Quantity,Discount,TotalSales,Profit,ProfitMargin
ORD12261,2023-05-20,2023,5,Q2,Saturday,Sports,Dumbbells,Central,Regular,Debit Card,2480.36,4,0.0,9921.44,1756.09,0.177
ORD12262,2023-05-20,2023,5,Q2,Saturday,Home & Garden,Table Lamp,West,New,UPI,1234.86,3,0.0,3704.58,1129.9,0.305
ORD12263,2023-05-20,2023,5,Q2,Saturday,Clothing,T-Shirt,North,New,Credit Card,532.52,5,0.05,2529.47,872.67,0.345
ORD12264,2023-05-20,2023,5,Q2,Saturday,Electronics,Smartwatch,Central,Premium,UPI,8154.01,5,0.2,32616.04,11415.61,0.35
ORD12265,2023-05-20,2023,5,Q2,Saturday,Home & Garden,Chair,Central,Premium,Net Banking,4675.33,3,0.05,13324.69,3344.5,0.251
ORD12266,2023-05-21,2023,5,Q2,Sunday,Sports,Yoga Mat,South,Regular,Credit Card,975.74,2,0.0,1951.48,476.16,0.244
ORD12267,2023-05-21,2023,5,Q2,Sunday,Electronics,Smartwatch,East,Premium,Credit Card,7933.13,5,0.0,39665.65,7615.8,0.192
ORD12268,2023-05-22,2023,5,Q2,Monday,Sports,Dumbbells,Central,New,Credit Card,2354.53,1,0.2,1883.62,427.58,0.227
ORD12269,2023-05-22,2023,5,Q2,Monday,Clothing,Dress,West,New,Cash,1896.1,5,0.0,9480.5,2512.33,0.265
ORD12270,2023-05-22,2023,5,Q2,Monday,Food & Beverages,Snacks,Central,Regular,Cash,76.11,4,0.2,243.55,49.2,0.202
ORD12271,2023-05-22,2023,5,Q2,Monday,Electronics,Smartwatch,South,Premium,UPI,7462.83,1,0.15,6343.41,1972.8,0.311
ORD12272,2023-05-22,2023,5,Q2,Monday,Sports,Running Shoes,North,Regular,UPI,3098.41,1,0.0,3098.41,508.14,0.164
ORD12273,2023-05-22,2023,5,Q2,Monday,Sports,Yoga Mat,North,New,Net Banking,919.15,3,0.2,2205.96,531.64,0.241
ORD12274,2023-05-22,2023,5,Q2,Monday,Food & Beverages,Coffee,East,Regular,Debit Card,260.91,5,0.1,1174.1,363.97,0.31
ORD12275,2023-05-22,2023,5,Q2,Monday,Home & Garden,Vase,East,Regular,Net Banking,382.75,3,0.05,1090.84,157.08,0.144
ORD12276,2023-05-23,2023,5,Q2,Tuesday,Clothing,Dress,South,New,Debit Card,1869.47,3,0.0,5608.41,706.66,0.126
ORD12277,2023-05-23,2023,5,Q2,Tuesday,Clothing,Shoes,Central,Regular,Credit Card,2088.53,3,0.1,5639.03,1962.38,0.348
ORD12278,2023-05-23,2023,5,Q2,Tuesday,Clothing,Dress,East,Premium,Cash,1906.44,2,0.0,3812.88,831.21,0.218
ORD12279,2023-05-23,2023,5,Q2,Tuesday,Electronics,Laptop,North,New,UPI,66933.56,4,0.0,267734.24,78446.13,0.293
ORD12280,2023-05-23,2023,5,Q2,Tuesday,Clothing,Shoes,West,New,Credit Card,2285.1,2,0.1,4113.18,913.13,0.222
ORD12281,2023-05-24,2023,5,Q2,Wednesday,Food & Beverages,Coffee,East,Regular,Cash,253.07,3,0.2,607.37,119.04,0.196
ORD12282,2023-05-24,2023,5,Q2,Wednesday,Home & Garden,Pillow,North,New,Credit Card,395.25,2,0.05,750.97,165.96,0.221
ORD12283,2023-05-24,2023,5,Q2,Wednesday,Electronics,Smartphone,North,Regular,Debit Card,30292.68,5,0.05,143890.23,36548.12,0.254
ORD12284,2023-05-24,2023,5,Q2,Wednesday,Electronics,Smartwatch,East,Premium,Cash,8736.35,3,0.0,26209.05,6290.17,0.24
ORD12285,2023-05-24,2023,5,Q2,Wednesday,Sports,Yoga Mat,North,Premium,Debit Card,814.25,5,0.2,3257.0,615.57,0.189
ORD12286,2023-05-24,2023,5,Q2,Wednesday,Home & Garden,Chair,South,Regular,Debit Card,5248.11,4,0.0,20992.44,3505.74,0.167
ORD12287,2023-05-24,2023,5,Q2,Wednesday,Clothing,Jacket,East,Regular,Cash,2344.76,1,0.0,2344.76,450.19,0.192
ORD12288,2023-05-24,2023,5,Q2,Wednesday,Sports,Resistance Band,West,New,Credit Card,484.73,1,0.0,484.73,140.09,0.289
ORD12289,2023-05-24,2023,5,Q2,Wednesday,Home & Garden,Pillow,Central,New,Debit Card,423.79,2,0.05,805.2,260.88,0.324
ORD12290,2023-05-24,2023,5,Q2,Wednesday,Sports,Dumbbells,East,Premium,Credit Card,2318.65,2,0.1,4173.57,751.24,0.18
ORD12291,2023-05-25,2023,5,Q2,Thursday,Electronics,Smartphone,Central,Regular,Net Banking,29616.42,5,0.0,148082.1,50051.75,0.338
ORD12292,2023-05-25,2023,5,Q2,Thursday,Home & Garden,Table Lamp,East,Regular,Cash,1264.04,2,0.0,2528.08,409.55,0.162
ORD12293,2023-05-25,2023,5,Q2,Thursday,Sports,Resistance Band,West,Regular,Debit Card,471.13,2,0.0,942.26,304.35,0.323
ORD12294,2023-05-25,2023,5,Q2,Thursday,Clothing,Jacket,North,Regular,Credit Card,2507.6,4,0.1,9027.36,2365.17,0.262
ORD12295,2023-05-25,2023,5,Q2,Thursday,Food & Beverages,Juice,North,New,Credit Card,61.99,1,0.15,52.69,17.91,0.34
ORD12296,2023-05-25,2023,5,Q2,Thursday,Sports,Running Shoes,Central,New,Credit Card,3224.5,3,0.1,8706.15,2359.37,0.271
ORD12297,2023-05-26,2023,5,Q2,Friday,Food & Beverages,Snacks,South,Regular,Cash,75.17,5,0.1,338.27,82.54,0.244
ORD12298,2023-05-26,2023,5,Q2,Friday,Food & Beverages,Energy Drink,South,Premium,Net Banking,109.38,1,0.2,87.5,11.81,0.135
ORD12299,2023-05-26,2023,5,Q2,Friday,Sports,Resistance Band,West,New,Net Banking,454.65,2,0.15,772.9,101.25,0.131
ORD12300,2023-05-27,2023,5,Q2,Saturday,Home & Garden,Curtains,Central,New,Net Banking,735.15,1,0.2,588.12,168.2,0.286
ORD12301,2023-05-27,2023,5,Q2,Saturday,Sports,Water Bottle,Central,Premium,Debit Card,331.13,4,0.0,1324.52,264.9,0.2
ORD12302,2023-05-27,2023,5,Q2,Saturday,Sports,Running Shoes,West,New,Net Banking,2859.14,4,0.1,10292.9,3324.61,0.323
ORD12303,2023-05-27,2023,5,Q2,Saturday,Clothing,Jeans,Central,Regular,UPI,1634.46,3,0.0,4903.38,1505.34,0.307
ORD12304,2023-05-27,2023,5,Q2,Saturday,Electronics,Smartwatch,Central,New,Debit Card,7288.58,4,0.0,29154.32,5889.17,0.202
ORD12305,2023-05-27,2023,5,Q2,Saturday,Clothing,Jeans,South,Regular,UPI,1428.42,1,0.0,1428.42,422.81,0.296
ORD12306,2023-05-27,2023,5,Q2,Saturday,Clothing,Dress,Central,New,Credit Card,2063.18,2,0.05,3920.04,874.17,0.223
ORD12307,2023-05-27,2023,5,Q2,Saturday,Home & Garden,Vase,North,New,Cash,370.75,1,0.15,315.14,89.5,0.284
ORD12308,2023-05-27,2023,5,Q2,Saturday,Clothing,Dress,North,Premium,Cash,2169.86,5,0.15,9221.91,2425.36,0.263
ORD12309,2023-05-28,2023,5,Q2,Sunday,Electronics,Tablet,South,Premium,Net Banking,22176.35,4,0.0,88705.4,13217.1,0.149
ORD12310,2023-05-28,2023,5,Q2,Sunday,Clothing,Shoes,South,Premium,Net Banking,2240.7,2,0.1,4033.26,818.75,0.203
ORD12311,2023-05-28,2023,5,Q2,Sunday,Food & Beverages,Tea,South,New,Net Banking,147.17,2,0.1,264.91,61.72,0.233
ORD12312,2023-05-28,2023,5,Q2,Sunday,Electronics,Headphones,North,Premium,Cash,3735.71,1,0.2,2988.57,549.9,0.184
ORD12313,2023-05-28,2023,5,Q2,Sunday,Electronics,Smartphone,Central,New,Cash,27394.79,1,0.15,23285.57,4866.68,0.209
ORD12314,2023-05-28,2023,5,Q2,Sunday,Food & Beverages,Coffee,South,Premium,Net Banking,247.19,4,0.1,889.88,183.32,0.206
ORD12315,2023-05-29,2023,5,Q2,Monday,Food & Beverages,Energy Drink,South,Premium,UPI,90.52,2,0.15,153.88,46.16,0.3
ORD12316,2023-05-29,2023,5,Q2,Monday,Electronics,Smartwatch,Central,Premium,UPI,7521.88,1,0.05,7145.79,2472.44,0.346
ORD12317,2023-05-29,2023,5,Q2,Monday,Home & Garden,Chair,South,Regular,Net Banking,5341.11,1,0.2,4272.89,593.93,0.139
ORD12318,2023-05-29,2023,5,Q2,Monday,Home & Garden,Pillow,South,Regular,Net Banking,424.61,4,0.0,1698.44,422.91,0.249
ORD12319,2023-05-29,2023,5,Q2,Monday,Food & Beverages,Energy Drink,North,Premium,Debit Card,95.59,3,0.0,286.77,79.44,0.277
ORD12320,2023-05-29,2023,5,Q2,Monday,Food & Beverages,Juice,South,Regular,Net Banking,54.63,1,0.1,49.17,15.44,0.314
ORD12321,2023-05-29,2023,5,Q2,Monday,Food & Beverages,Energy Drink,North,Regular,Debit Card,105.98,5,0.0,529.9,92.2,0.174
ORD12322,2023-05-30,2023,5,Q2,Tuesday,Home & Garden,Table Lamp,North,New,Net Banking,1282.88,2,0.0,2565.76,431.05,0.168
ORD12323,2023-05-30,2023,5,Q2,Tuesday,Home & Garden,Vase,West,Regular,Credit Card,352.6,2,0.05,669.94,115.23,0.172
ORD12324,2023-05-30,2023,5,Q2,Tuesday,Electronics,Tablet,South,Regular,Credit Card,20731.91,2,0.1,37317.44,12725.25,0.341
ORD12325,2023-05-30,2023,5,Q2,Tuesday,Clothing,Shoes,North,Regular,Credit Card,2277.51,5,0.0,11387.55,3985.64,0.35
ORD12326,2023-05-31,2023,5,Q2,Wednesday,Home & Garden,Vase,Central,New,UPI,316.74,3,0.0,950.22,131.13,0.138
ORD12327,2023-05-31,2023,5,Q2,Wednesday,Electronics,Headphones,Central,Regular,UPI,3401.63,5,0.15,14456.93,3585.32,0.248
ORD12328,2023-05-31,2023,5,Q2,Wednesday,Electronics,Tablet,South,New,Net Banking,23767.18,5,0.05,112894.1,19304.89,0.171
ORD12329,2023-05-31,2023,5,Q2,Wednesday,Clothing,Shoes,West,New,Debit Card,2387.13,3,0.05,6803.32,1864.11,0.274
ORD12330,2023-06-01,2023,6,Q2,Thursday,Electronics,Headphones,East,Premium,Credit Card,4148.97,2,0.0,8297.94,2157.46,0.26
ORD12331,2023-06-01,2023,6,Q2,Thursday,Home & Garden,Pillow,Central,Premium,Cash,412.59,1,0.05,391.96,97.6,0.249
ORD12332,2023-06-01,2023,6,Q2,Thursday,Clothing,T-Shirt,West,Regular,Cash,532.0,1,0.15,452.2,63.31,0.14
ORD12333,2023-06-01,2023,6,Q2,Thursday,Home & Garden,Table Lamp,South,Premium,Credit Card,1335.61,3,0.1,3606.15,631.08,0.175
ORD12334,2023-06-01,2023,6,Q2,Thursday,Sports,Yoga Mat,West,New,Cash,1038.23,3,0.15,2647.49,521.56,0.197
ORD12335,2023-06-01,2023,6,Q2,Thursday,Home & Garden,Chair,Central,New,Net Banking,5524.01,4,0.0,22096.04,4154.06,0.188
ORD12336,2023-06-02,2023,6,Q2,Friday,Electronics,Headphones,West,New,Net Banking,3664.2,1,0.0,3664.2,1040.63,0.284
ORD12337,2023-06-02,2023,6,Q2,Friday,Food & Beverages,Coffee,South,Regular,Cash,267.65,5,0.0,1338.25,247.58,0.185
ORD12338,2023-06-02,2023,6,Q2,Friday,Clothing,T-Shirt,East,Premium,Debit Card,591.96,1,0.0,591.96,114.84,0.194
ORD12339,2023-06-02,2023,6,Q2,Friday,Clothing,Jacket,North,Premium,Net Banking,2576.1,5,0.05,12236.47,2006.78,0.164
ORD12340,2023-06-03,2023,6,Q2,Saturday,Electronics,Tablet,South,Regular,Credit Card,25742.73,5,0.0,128713.65,32049.7,0.249
ORD12341,2023-06-03,2023,6,Q2,Saturday,Electronics,Smartwatch,North,Premium,Credit Card,8600.17,1,0.0,8600.17,2511.25,0.292
ORD12342,2023-06-04,2023,6,Q2,Sunday,Clothing,Dress,Central,New,UPI,2221.9,1,0.0,2221.9,306.62,0.138
ORD12343,2023-06-04,2023,6,Q2,Sunday,Clothing,Dress,Central,New,UPI,2367.75,5,0.05,11246.81,3868.9,0.344
ORD12344,2023-06-04,2023,6,Q2,Sunday,Home & Garden,Chair,South,Premium,Credit Card,5858.16,4,0.0,23432.64,4850.56,0.207
ORD12345,2023-06-05,2023,6,Q2,Monday,Sports,Running Shoes,East,New,Credit Card,3580.88,3,0.0,10742.64,3469.87,0.323
ORD12346,2023-06-05,2023,6,Q2,Monday,Clothing,Shoes,North,Regular,Cash,2633.88,4,0.0,10535.52,2475.85,0.235
ORD12347,2023-06-05,2023,6,Q2,Monday,Food & Beverages,Energy Drink,North,Premium,UPI,108.63,1,0.0,108.63,24.77,0.228
ORD12348,2023-06-05,2023,6,Q2,Monday,Food & Beverages,Coffee,West,Regular,UPI,250.2,2,0.0,500.4,88.57,0.177
ORD12349,2023-06-06,2023,6,Q2,Tuesday,Electronics,Tablet,Central,Regular,Debit Card,23504.25,3,0.05,66987.11,13933.32,0.208
ORD12350,2023-06-06,2023,6,Q2,Tuesday,Home & Garden,Pillow,Central,Regular,Debit Card,471.19,3,0.15,1201.53,219.88,0.183
ORD12351,2023-06-06,2023,6,Q2,Tuesday,Electronics,Laptop,South,New,Credit Card,66030.28,4,0.2,211296.9,62755.18,0.297
ORD12352,2023-06-07,2023,6,Q2,Wednesday,Home & Garden,Vase,South,Regular,Debit Card,415.95,1,0.1,374.36,92.47,0.247
ORD12353,2023-06-07,2023,6,Q2,Wednesday,Food & Beverages,Energy Drink,South,New,Net Banking,119.78,3,0.05,341.37,81.93,0.24
ORD12354,2023-06-07,2023,6,Q2,Wednesday,Food & Beverages,Juice,Central,Premium,Debit Card,65.67,2,0.2,105.07,15.76,0.15
ORD12355,2023-06-07,2023,6,Q2,Wednesday,Home & Garden,Table Lamp,Central,Regular,Credit Card,1329.73,4,0.2,4255.14,812.73,0.191
ORD12356,2023-06-07,2023,6,Q2,Wednesday,Sports,Dumbbells,East,Premium,Credit Card,2953.25,2,0.1,5315.85,1376.81,0.259
ORD12357,2023-06-08,2023,6,Q2,Thursday,Food & Beverages,Tea,West,New,Credit Card,150.38,1,0.1,135.34,19.35,0.143
ORD12358,2023-06-08,2023,6,Q2,Thursday,Home & Garden,Vase,West,Premium,Credit Card,402.59,1,0.1,362.33,74.28,0.205
ORD12359,2023-06-08,2023,6,Q2,Thursday,Home & Garden,Pillow,North,Premium,Cash,440.15,3,0.15,1122.38,213.25,0.19
ORD12360,2023-06-09,2023,6,Q2,Friday,Clothing,Dress,South,Regular,UPI,2210.78,3,0.1,5969.11,1456.46,0.244
ORD12361,2023-06-09,2023,6,Q2,Friday,Electronics,Tablet,South,Regular,Debit Card,25740.87,4,0.1,92667.13,17236.09,0.186
ORD12362,2023-06-09,2023,6,Q2,Friday,Clothing,Jeans,East,Premium,Debit Card,1508.47,4,0.15,5128.8,1271.94,0.248
ORD12363,2023-06-09,2023,6,Q2,Friday,Electronics,Tablet,East,Regular,UPI,25165.71,3,0.15,64172.56,19765.15,0.308
ORD12364,2023-06-09,2023,6,Q2,Friday,Sports,Water Bottle,East,Premium,Net Banking,388.8,5,0.0,1944.0,468.5,0.241
ORD12365,2023-06-09,2023,6,Q2,Friday,Clothing,T-Shirt,South,Regular,Net Banking,565.33,1,0.1,508.8,167.4,0.329
ORD12366,2023-06-10,2023,6,Q2,Saturday,Clothing,Jacket,West,Premium,Net Banking,2798.05,1,0.1,2518.25,538.91,0.214
ORD12367,2023-06-10,2023,6,Q2,Saturday,Electronics,Smartwatch,Central,New,UPI,9112.72,3,0.1,24604.34,6347.92,0.258
ORD12368,2023-06-10,2023,6,Q2,Saturday,Clothing,Dress,Central,New,UPI,2286.88,3,0.1,6174.58,1321.36,0.214
ORD12369,2023-06-11,2023,6,Q2,Sunday,Sports,Yoga Mat,South,Regular,UPI,1068.92,2,0.0,2137.84,350.61,0.164
ORD12370,2023-06-11,2023,6,Q2,Sunday,Electronics,Smartwatch,South,New,Net Banking,9490.34,2,0.15,16133.58,2258.7,0.14
ORD12371,2023-06-12,2023,6,Q2,Monday,Home & Garden,Vase,East,New,UPI,413.1,4,0.15,1404.54,300.57,0.214
ORD12372,2023-06-12,2023,6,Q2,Monday,Clothing,Jacket,East,New,Net Banking,2710.91,4,0.1,9759.28,2108.0,0.216
ORD12373,2023-06-12,2023,6,Q2,Monday,Sports,Resistance Band,North,New,Credit Card,470.37,2,0.15,799.63,230.29,0.288
ORD12374,2023-06-12,2023,6,Q2,Monday,Food & Beverages,Snacks,Central,New,Cash,89.05,1,0.05,84.6,25.89,0.306
ORD12375,2023-06-13,2023,6,Q2,Tuesday,Electronics,Tablet,East,Regular,Debit Card,23658.2,5,0.0,118291.0,38562.87,0.326
ORD12376,2023-06-13,2023,6,Q2,Tuesday,Sports,Water Bottle,West,Premium,Debit Card,404.77,4,0.05,1538.13,447.6,0.291
ORD12377,2023-06-13,2023,6,Q2,Tuesday,Sports,Dumbbells,Central,Premium,UPI,2558.59,1,0.0,2558.59,688.26,0.269
ORD12378,2023-06-14,2023,6,Q2,Wednesday,Home & Garden,Chair,North,New,Cash,5910.64,3,0.1,15958.73,2154.43,0.135
ORD12379,2023-06-14,2023,6,Q2,Wednesday,Home & Garden,Vase,West,Premium,Net Banking,356.64,5,0.1,1604.88,417.27,0.26
ORD12380,2023-06-14,2023,6,Q2,Wednesday,Clothing,Shoes,West,New,Cash,2431.21,2,0.1,4376.18,568.9,0.13
ORD12381,2023-06-14,2023,6,Q2,Wednesday,Clothing,Jeans,Central,New,Debit Card,1571.14,1,0.0,1571.14,273.38,0.174
ORD12382,2023-06-14,2023,6,Q2,Wednesday,Home & Garden,Chair,Central,Premium,Net Banking,5900.84,3,0.2,14162.02,3384.72,0.239
ORD12383,2023-06-14,2023,6,Q2,Wednesday,Electronics,Tablet,South,New,Debit Card,24343.13,2,0.15,41383.32,8318.05,0.201
ORD12384,2023-06-15,2023,6,Q2,Thursday,Food & Beverages,Coffee,East,Regular,UPI,277.39,4,0.15,943.13,286.71,0.304
ORD12385,2023-06-15,2023,6,Q2,Thursday,Home & Garden,Pillow,Central,Premium,Cash,466.67,4,0.15,1586.68,437.92,0.276
ORD12386,2023-06-15,2023,6,Q2,Thursday,Sports,Yoga Mat,North,Regular,UPI,1050.04,2,0.0,2100.08,609.02,0.29
ORD12387,2023-06-16,2023,6,Q2,Friday,Sports,Dumbbells,East,Premium,UPI,2839.02,5,0.2,11356.08,3474.96,0.306
ORD12388,2023-06-16,2023,6,Q2,Friday,Food & Beverages,Tea,West,Premium,Net Banking,158.23,4,0.1,569.63,97.98,0.172
ORD12389,2023-06-17,2023,6,Q2,Saturday,Home & Garden,Table Lamp,East,New,UPI,1295.29,1,0.0,1295.29,393.77,0.304
ORD12390,2023-06-17,2023,6,Q2,Saturday,Clothing,Jeans,South,New,Net Banking,1573.16,3,0.15,4011.56,1091.14,0.272
ORD12391,2023-06-17,2023,6,Q2,Saturday,Sports,Running Shoes,West,Regular,Debit Card,3566.16,4,0.2,11411.71,2681.75,0.235
ORD12392,2023-06-17,2023,6,Q2,Saturday,Sports,Resistance Band,East,Premium,Debit Card,488.93,2,0.0,977.86,302.16,0.309
ORD12393,2023-06-18,2023,6,Q2,Sunday,Food & Beverages,Coffee,East,Regular,Net Banking,294.64,1,0.15,250.44,38.82,0.155
ORD12394,2023-06-18,2023,6,Q2,Sunday,Food & Beverages,Juice,East,Premium,Debit Card,68.71,5,0.0,343.55,87.95,0.256
ORD12395,2023-06-18,2023,6,Q2,Sunday,Sports,Dumbbells,Central,Regular,Debit Card,2962.76,3,0.05,8443.87,2465.61,0.292
ORD12396,2023-06-19,2023,6,Q2,Monday,Food & Beverages,Energy Drink,East,Regular,Debit Card,99.77,2,0.1,179.59,54.06,0.301
ORD12397,2023-06-19,2023,6,Q2,Monday,Sports,Yoga Mat,West,Premium,UPI,894.42,5,0.1,4024.89,1372.49,0.341
ORD12398,2023-06-19,2023,6,Q2,Monday,Electronics,Tablet,East,Premium,Net Banking,25687.15,4,0.1,92473.74,11189.32,0.121
ORD12399,2023-06-19,2023,6,Q2,Monday,Food & Beverages,Coffee,East,Premium,UPI,248.11,2,0.1,446.6,88.87,0.199
ORD12400,2023-06-19,2023,6,Q2,Monday,Food & Beverages,Tea,South,Premium,Net Banking,153.81,4,0.0,615.24,174.11,0.283
ORD12401,2023-06-19,2023,6,Q2,Monday,Electronics,Smartwatch,Central,Regular,Credit Card,8233.07,5,0.2,32932.28,5763.15,0.175
ORD12402,2023-06-19,2023,6,Q2,Monday,Home & Garden,Vase,South,Regular,Debit Card,418.76,1,0.05,397.82,117.75,0.296
ORD12403,2023-06-19,2023,6,Q2,Monday,Sports,Running Shoes,South,Premium,Credit Card,3491.38,3,0.1,9426.73,2997.7,0.318
ORD12404,2023-06-20,2023,6,Q2,Tuesday,Electronics,Headphones,West,Premium,Credit Card,3832.37,1,0.0,3832.37,1237.86,0.323
ORD12405,2023-06-20,2023,6,Q2,Tuesday,Food & Beverages,Snacks,North,Premium,UPI,86.84,3,0.05,247.49,52.96,0.214
ORD12406,2023-06-20,2023,6,Q2,Tuesday,Clothing,T-Shirt,South,Premium,Net Banking,526.61,1,0.0,526.61,134.29,0.255
ORD12407,2023-06-20,2023,6,Q2,Tuesday,Clothing,Dress,Central,Regular,Debit Card,2056.65,4,0.05,7815.27,1742.81,0.223
ORD12408,2023-06-21,2023,6,Q2,Wednesday,Home & Garden,Pillow,East,Regular,Credit Card,469.64,2,0.2,751.42,263.0,0.35
ORD12409,2023-06-21,2023,6,Q2,Wednesday,Sports,Running Shoes,South,New,Credit Card,3159.32,1,0.2,2527.46,652.08,0.258
ORD12410,2023-06-21,2023,6,Q2,Wednesday,Food & Beverages,Coffee,East,Regular,Cash,280.6,5,0.0,1403.0,260.96,0.186
ORD12411,2023-06-21,2023,6,Q2,Wednesday,Home & Garden,Vase,North,New,Net Banking,407.55,5,0.1,1833.98,456.66,0.249
ORD12412,2023-06-22,2023,6,Q2,Thursday,Sports,Water Bottle,North,New,Debit Card,386.55,5,0.1,1739.48,561.85,0.323
ORD12413,2023-06-22,2023,6,Q2,Thursday,Home & Garden,Chair,East,Regular,Debit Card,5311.08,5,0.0,26555.4,8497.73,0.32
ORD12414,2023-06-22,2023,6,Q2,Thursday,Sports,Resistance Band,East,Premium,Debit Card,508.47,4,0.1,1830.49,400.88,0.219
ORD12415,2023-06-23,2023,6,Q2,Friday,Clothing,Jacket,West,Premium,Credit Card,2632.99,2,0.1,4739.38,582.94,0.123
ORD12416,2023-06-23,2023,6,Q2,Friday,Food & Beverages,Energy Drink,West,Premium,Net Banking,105.88,2,0.1,190.58,25.35,0.133
ORD12417,2023-06-23,2023,6,Q2,Friday,Home & Garden,Curtains,South,Regular,Cash,854.48,5,0.0,4272.4,1008.29,0.236
ORD12418,2023-06-23,2023,6,Q2,Friday,Food & Beverages,Energy Drink,East,New,UPI,105.95,5,0.0,529.75,112.31,0.212
ORD12419,2023-06-23,2023,6,Q2,Friday,Sports,Water Bottle,East,New,Net Banking,406.43,2,0.0,812.86,247.92,0.305
ORD12420,2023-06-23,2023,6,Q2,Friday,Food & Beverages,Tea,South,Premium,Net Banking,176.57,2,0.1,317.83,68.02,0.214
ORD12421,2023-06-23,2023,6,Q2,Friday,Electronics,Laptop,West,Premium,Credit Card,69111.28,4,0.2,221156.1,46885.09,0.212
ORD12422,2023-06-24,2023,6,Q2,Saturday,Clothing,T-Shirt,North,Regular,UPI,529.86,1,0.0,529.86,94.84,0.179
ORD12423,2023-06-24,2023,6,Q2,Saturday,Food & Beverages,Tea,South,Regular,Debit Card,181.44,5,0.1,816.48,116.76,0.143
ORD12424,2023-06-24,2023,6,Q2,Saturday,Clothing,T-Shirt,East,Premium,Credit Card,552.95,5,0.2,2211.8,559.59,0.253
ORD12425,2023-06-24,2023,6,Q2,Saturday,Clothing,T-Shirt,East,Premium,Credit Card,564.07,3,0.0,1692.21,411.21,0.243
ORD12426,2023-06-24,2023,6,Q2,Saturday,Sports,Dumbbells,West,New,Debit Card,2908.62,1,0.15,2472.33,716.98,0.29
ORD12427,2023-06-24,2023,6,Q2,Saturday,Electronics,Headphones,East,New,Net Banking,3793.27,5,0.0,18966.35,4741.59,0.25
ORD12428,2023-06-24,2023,6,Q2,Saturday,Sports,Water Bottle,Central,New,Cash,360.33,1,0.05,342.31,93.45,0.273
ORD12429,2023-06-25,2023,6,Q2,Sunday,Clothing,Dress,South,Premium,Cash,2335.32,2,0.2,3736.51,560.48,0.15
ORD12430,2023-06-25,2023,6,Q2,Sunday,Home & Garden,Curtains,West,Regular,Credit Card,833.46,2,0.15,1416.88,450.57,0.318
ORD12431,2023-06-25,2023,6,Q2,Sunday,Clothing,Jacket,Central,New,Debit Card,2865.38,4,0.2,9169.22,2200.61,0.24
ORD12432,2023-06-26,2023,6,Q2,Monday,Food & Beverages,Snacks,North,New,Debit Card,96.36,2,0.0,192.72,59.17,0.307
ORD12433,2023-06-26,2023,6,Q2,Monday,Clothing,Shoes,North,New,Debit Card,2273.47,2,0.2,3637.55,541.99,0.149
ORD12434,2023-06-26,2023,6,Q2,Monday,Clothing,T-Shirt,South,New,Debit Card,600.84,2,0.0,1201.68,168.24,0.14
ORD12435,2023-06-26,2023,6,Q2,Monday,Electronics,Headphones,North,Regular,Cash,3858.87,2,0.1,6945.97,2278.28,0.328
ORD12436,2023-06-26,2023,6,Q2,Monday,Electronics,Laptop,South,Premium,UPI,66588.37,3,0.1,179788.6,49262.08,0.274
ORD12437,2023-06-26,2023,6,Q2,Monday,Home & Garden,Table Lamp,Central,Premium,UPI,1264.25,4,0.0,5057.0,1668.81,0.33
ORD12438,2023-06-26,2023,6,Q2,Monday,Electronics,Smartwatch,West,Premium,Net Banking,8213.83,2,0.0,16427.66,4780.45,0.291
ORD12439,2023-06-26,2023,6,Q2,Monday,Electronics,Tablet,South,Premium,Cash,24269.95,3,0.0,72809.85,22789.48,0.313
ORD12440,2023-06-26,2023,6,Q2,Monday,Home & Garden,Curtains,East,New,UPI,846.54,5,0.0,4232.7,1092.04,0.258
ORD12441,2023-06-26,2023,6,Q2,Monday,Home & Garden,Table Lamp,South,New,Credit Card,1206.94,2,0.05,2293.19,502.21,0.219
ORD12442,2023-06-27,2023,6,Q2,Tuesday,Food & Beverages,Tea,North,New,Cash,161.24,3,0.1,435.35,130.6,0.3
ORD12443,2023-06-27,2023,6,Q2,Tuesday,Home & Garden,Vase,North,Premium,Credit Card,347.99,5,0.0,1739.95,459.35,0.264
ORD12444,2023-06-27,2023,6,Q2,Tuesday,Sports,Dumbbells,West,Regular,Cash,2626.35,3,0.15,6697.19,1781.45,0.266
ORD12445,2023-06-27,2023,6,Q2,Tuesday,Clothing,T-Shirt,South,Regular,Cash,502.91,1,0.05,477.76,162.44,0.34
ORD12446,2023-06-27,2023,6,Q2,Tuesday,Clothing,Shoes,Central,Regular,Credit Card,2215.61,1,0.15,1883.27,312.62,0.166
ORD12447,2023-06-27,2023,6,Q2,Tuesday,Food & Beverages,Tea,South,New,Net Banking,172.1,1,0.0,172.1,27.71,0.161
ORD12448,2023-06-27,2023,6,Q2,Tuesday,Sports,Dumbbells,West,Regular,Credit Card,2792.94,4,0.15,9496.0,1718.78,0.181
ORD12449,2023-06-28,2023,6,Q2,Wednesday,Home & Garden,Curtains,Central,Regular,UPI,867.24,5,0.15,3685.77,726.1,0.197
ORD12450,2023-06-28,2023,6,Q2,Wednesday,Clothing,Shoes,South,Regular,Debit Card,2337.04,3,0.1,6310.01,1388.2,0.22
